I want to turn the input table into an OMOP table with the indicated fields. 
The name of the script will be <source_table>--<target_table>.py in lowercase
Include a logging file
The source_table is the name of the table in source_tables, but with .csv at the end.
The target table is the first part of the sheet name in caps, it should be saved the same as the script as .csv in lowercase, in the omop_tables folder
[] indicates data type, where [relative days] is days since the initial visit, and [integer option] is an integer that represents certain string values.
<> indicates putting the value of the variable directly into the final table
<<>> indicates using the value of the variable as an input to some function (named <source_table>_<source_variable>_to_<target_table>_<target_variable>) to fill the target table. 
	In most cases, this function is as simple as converting from the integer option to the corresponding _meaning column value. Notice that the source_meaning (often corresponding to _source_value) and target_meaning (often corrsponding to _concept_name) might be different
	In others it is using a relative day and index date to create a new date (index + relative_day). 
	There may be other functions that require some reasoning from context in the sheet to define
<<<>>> indicates using another sheet to fill the values for this source-target pair
/ alone indicates empty on purpose, and that it applies to all entries in the target table
A target_value with no brackets indicates to enter the literal text shown
Any _concept_id should have a corresponding _concept_name next to it corresponding to it's textual meaning (usually in it's target_meaning_ column)
if by the end, a target row have no concept_id it should be filled with code 0 with name No Matching Concept

Here is table can you create the ETL code for this? I would like this general logic to apply to any other set of source-target tables:

use: from helpers import relative_day_to_date, check_missing_concept_ids, get_visit_occurrence_id

Final column order: person_id	observation_concept_id	observation_concept_name	observation_source_value	observation_date	observation_type_concept_id	value_as_number	value_as_string	value_as_concept_id	value_as_concept_name	value_source_value	qualifier_concept_id	qualifier_concept_name	qualifier_source_value	unit_concept_id	unit_concept_name	unit_source_value	visit_occurrence_id	observation_event_id	obs_event_field_concept_id
person_id = <Participant_ID>
observation_start_date = relative_day_to_date(<Visit_Date>, index_date)
_type = 32851  (this is Healthcare professional filled survey)
if value, qualifier, unit (concept id/name) not used then leave these blank.

aalsdxfx-observation
target_row_group	source_table	source_variable_1	source_value_1	source_meaning_1	source_variable_2	source_value_2	source_meaning_2	source_variable_3	source_value_3	source_meaning_3	source_variable_4	source_value_4	source_meaning_4	source_variable_5	source_value_5	source_meaning_5	target_variable_1	target_value_1	target_meaning_1	target_variable_2	target_value_2	target_meaning_2	target_variable_3	target_value_3	target_meaning_3	target_variable_4	target_value_4	target_meaning_4	target_variable_5	target_value_5	target_meaning_5	target_variable_6	target_value_6	target_meaning_6	target_variable_7	target_value_7	target_meaning_7	Notes
	AALSHXFX	hxgen	[interger option]	Generalized	Visit_Date	[relative day]											observation_concept_id	2000000396	ALS anatomical site of symptom onset	observation_source_value	Site of onset		value_as_concept_id	4082829	Nonspecific site	value_source_value	Generalized		observation_date	{Visit_Date}								
	AALSHXFX	hxblb	[interger option]	Bulbar	Visit_Date	[relative day]											observation_concept_id	2000000396	ALS anatomical site of symptom onset	observation_source_value	Site of onset		value_as_concept_id	bulbar_dys	Bulbar dysfunction	value_source_value	Bulbar		observation_date	{Visit_Date}								
	AALSHXFX	hxblbsch	[interger option]	Speech	Visit_Date	[relative day]											observation_concept_id	2000000396	ALS anatomical site of symptom onset	observation_source_value	Site of onset		value_as_concept_id	23168003	Speech dysfunction	value_source_value	Speech		observation_date	{Visit_Date}								
	AALSHXFX	hxblbsw	[interger option]	Swallowing	Visit_Date	[relative day]											observation_concept_id	2000000396	ALS anatomical site of symptom onset	observation_source_value	Site of onset		value_as_concept_id	288939007	Difficulty swallowing	value_source_value	Swallowing		observation_date	{Visit_Date}								
	AALSHXFX	hxax	[interger option]	Axial	Visit_Date	[relative day]											observation_concept_id	2000000396	ALS anatomical site of symptom onset	observation_source_value	Site of onset		value_as_concept_id	24422004	Axial	value_source_value	Axial		observation_date	{Visit_Date}								
	AALSHXFX	hxaxnk	[interger option]	Neck	Visit_Date	[relative day]											observation_concept_id	2000000396	ALS anatomical site of symptom onset	observation_source_value	Site of onset		value_as_concept_id	45048000	Neck structure	value_source_value	Neck		observation_date	{Visit_Date}								
	AALSHXFX	hxaxtr	[interger option]	Trunk	Visit_Date	[relative day]											observation_concept_id	2000000396	ALS anatomical site of symptom onset	observation_source_value	Site of onset		value_as_concept_id	22943007	Trunk structure	value_source_value	Trunk		observation_date	{Visit_Date}								
	AALSHXFX	hxaxtrrp	[interger option]	Respiratory	Visit_Date	[relative day]											observation_concept_id	2000000396	ALS anatomical site of symptom onset	observation_source_value	Site of onset		value_as_concept_id	321667001	Respiratory tract structure	value_source_value	Respiratory		observation_date	{Visit_Date}								
	AALSHXFX	hxli	[interger option]	Limb	Visit_Date	[relative day]											observation_concept_id	2000000396	ALS anatomical site of symptom onset	observation_source_value	Site of onset		value_as_concept_id	4282006	Limb structure	value_source_value	Limb		observation_date	{Visit_Date}								
	AALSHXFX	hxliu	[interger option]	Upper	Visit_Date	[relative day]											observation_concept_id	2000000396	ALS anatomical site of symptom onset	observation_source_value	Site of onset		value_as_concept_id	4200396	Upper limb structure	value_source_value	Upper		observation_date	{Visit_Date}								
	AALSHXFX	hxliul	[interger option]	Left Upper	Visit_Date	[relative day]											observation_concept_id	2000000396	ALS anatomical site of symptom onset	observation_source_value	Site of onset		value_as_concept_id	3488338	Left upper extremity structure	value_source_value	Left Upper		observation_date	{Visit_Date}								
	AALSHXFX	hxliur	[interger option]	Right Upper	Visit_Date	[relative day]											observation_concept_id	2000000396	ALS anatomical site of symptom onset	observation_source_value	Site of onset		value_as_concept_id	3485386	Right upper extremity structure	value_source_value	Right Upper		observation_date	{Visit_Date}								
	AALSHXFX	hxliuhnd	[interger option]	Left Hand/fingers	Visit_Date	[relative day]											observation_concept_id	2000000396	ALS anatomical site of symptom onset	observation_source_value	Site of onset		value_as_concept_id	4309650	Structure of left hand	value_source_value	Left Hand/fingers		observation_date	{Visit_Date}								
	AALSHXFX	hxliuhnd	[interger option]	Right Hand/fingers	Visit_Date	[relative day]											observation_concept_id	2000000396	ALS anatomical site of symptom onset	observation_source_value	Site of onset		value_as_concept_id	78791008	Structure of right hand	value_source_value	Right Hand/fingers		observation_date	{Visit_Date}								
	AALSHXFX	hxliuarm	[interger option]	Left Arm	Visit_Date	[relative day]											observation_concept_id	2000000396	ALS anatomical site of symptom onset	observation_source_value	Site of onset		value_as_concept_id	3488338	Left upper extremity structure	value_source_value	Left Arm		observation_date	{Visit_Date}								
	AALSHXFX	hxliuarm	[interger option]	Right Arm	Visit_Date	[relative day]											observation_concept_id	2000000396	ALS anatomical site of symptom onset	observation_source_value	Site of onset		value_as_concept_id	3485386	Right upper extremity structure	value_source_value	Right Arm		observation_date	{Visit_Date}								
	AALSHXFX	hxlil	[interger option]	Lower	Visit_Date	[relative day]											observation_concept_id	2000000396	ALS anatomical site of symptom onset	observation_source_value	Site of onset		value_as_concept_id	4267861	Lower limb structure	value_source_value	Lower		observation_date	{Visit_Date}								
	AALSHXFX	hxlill	[interger option]	Left Lower	Visit_Date	[relative day]											observation_concept_id	2000000396	ALS anatomical site of symptom onset	observation_source_value	Site of onset		value_as_concept_id	3492826	Left lower extremity structure	value_source_value	Left Lower		observation_date	{Visit_Date}								
	AALSHXFX	hxlilr	[interger option]	Right Lower	Visit_Date	[relative day]											observation_concept_id	2000000396	ALS anatomical site of symptom onset	observation_source_value	Site of onset		value_as_concept_id	3505838	Right lower extremity structure	value_source_value	Right Lower		observation_date	{Visit_Date}								
	AALSHXFX	hxlilft	[interger option]	Left Ankle/foot/toes	Visit_Date	[relative day]											observation_concept_id	2000000396	ALS anatomical site of symptom onset	observation_source_value	Site of onset		value_as_concept_id	4320144	Structure of left foot	value_source_value	Left Ankle/foot/toes		observation_date	{Visit_Date}								
	AALSHXFX	hxlilft	[interger option]	Right Ankle/foot/toes	Visit_Date	[relative day]											observation_concept_id	2000000396	ALS anatomical site of symptom onset	observation_source_value	Site of onset		value_as_concept_id	4298982	Structure of right foot	value_source_value	Right Ankle/foot/toes		observation_date	{Visit_Date}								
	AALSHXFX	hxlilleg	[interger option]	Left Leg	Visit_Date	[relative day]											observation_concept_id	2000000396	ALS anatomical site of symptom onset	observation_source_value	Site of onset		value_as_concept_id	3492826	Left lower extremity structure	value_source_value	Left Leg		observation_date	{Visit_Date}								
	AALSHXFX	hxlilleg	[interger option]	Right Leg	Visit_Date	[relative day]											observation_concept_id	2000000396	ALS anatomical site of symptom onset	observation_source_value	Site of onset		value_as_concept_id	3505838	Right lower extremity structure	value_source_value	Right Leg		observation_date	{Visit_Date}								
	AALSHXFX	hxot	[interger option]	Other	Visit_Date	[relative day]											observation_concept_id	2000000396	ALS anatomical site of symptom onset	observation_source_value	Site of onset		value_as_concept_id	9177	Other	value_source_value	Other		observation_date	{Visit_Date}								
